数据年月,商品编码,商品名称,美元
202412,010129,其他马，改良种用除外,1828662
202412,010229,其他家牛，改良种用除...,5748400
202412,010511,鸡，重量≤185g,2583727
202412,010611,灵长目动物,19424578
202412,010612,鲸、海豚及鼠海豚；海...,3198667
202412,010619,其他哺乳动物,2159825
202412,010620,爬行动物（包括蛇及龟...,38956
202412,010649,其他昆虫,5082
202412,010690,其他活动物,215
202412,020120,鲜、冷带骨牛肉,606358
202412,020130,鲜、冷去骨牛肉,58004769
202412,020220,冻带骨牛肉,99008396
202412,020230,冻去骨牛肉,1139273894
202412,020321,冻整头及半头猪肉,10286
202412,020322,冻带骨猪前腿、猪后腿...,41547893
202412,020329,其他冻猪肉,148058718
202412,020410,鲜、冷整头及半头羔羊...,450114
202412,020422,鲜、冷带骨绵羊肉,946958
202412,020423,鲜、冷去骨绵羊肉,70046
202412,020430,冻整头及半头羔羊肉,594790
202412,020441,冻整头及半头绵羊肉,7420840
202412,020442,冻带骨绵羊肉,110729115
202412,020443,冻去骨绵羊肉,17155163
202412,020450,鲜、冷、冻山羊肉,5221061
202412,020500,鲜、冷、冻马、驴、骡...,3845078
202412,020621,冻牛舌,470048
202412,020629,其他冻牛杂碎,13793359
202412,020641,冻猪肝,430219
202412,020649,其他冻猪杂碎,226654392
202412,020690,其他冻杂碎（牛、猪杂...,1004621
202412,020712,整只鸡，冻的,152834
202412,020714,鸡块及杂碎，冻的,267394736
202412,020727,火鸡块及杂碎，冻的,4748162
202412,020745,冻的鸭块及杂碎,429063
202412,020890,其他鲜、冷、冻肉及食...,1399802
202412,020910,未炼制或用其他方法提...,2985283
202412,021011,干、熏、盐腌或盐渍带...,3001260
202412,021019,其他干、熏、盐腌或盐...,1410351
202412,030111,淡水观赏鱼,2347353
202412,030119,其他观赏鱼,967898
202412,030192,鳗鱼（鳗鲡属）,26661668
202412,030199,其他活鱼,12823857
202412,030211,鲜、冷鳟鱼,22071
202412,030213,鲜、冷大麻哈鱼,1554427
202412,030214,鲜、冷大西洋鲑鱼及多...,92304310
202412,030219,其他鲜、冷鲑科鱼,6118
202412,030222,鲜、冷鲽鱼（鲽）,10220
202412,030223,鲜、冷鳎鱼（鳎属）,2429
202412,030229,其他鲜、冷比目鱼（鲽...,225796
202412,030232,鲜、冷黄鳍金枪鱼,9803
202412,030234,鲜、冷大眼金枪鱼,16371
202412,030235,鲜、冷大西洋及太平洋...,2615949
202412,030236,鲜、冷南方蓝鳍金枪鱼,352285
202412,030239,其他鲜、冷金枪鱼,2864
202412,030241,鲜、冷鲱鱼（大西洋鲱...,5834
202412,030249,鲜、冷印度鲭(羽鳃鲐...,172554
202412,030251,鲜、冷鳕鱼（大西洋鳕...,36293
202412,030289,其他鲜、冷鱼,8587131
202412,030311,冻红大麻哈鱼,1088779
202412,030312,其他冻大麻哈鱼,12163759
202412,030313,冻大西洋鲑鱼及多瑙哲...,15195936
202412,030314,冻鳟鱼,1882426
202412,030323,冻罗非鱼（口孵非鲫属...,1479
202412,030324,冻鲶鱼（（鱼芒）鲶属...,9425989
202412,030325,冻鲤科鱼（鲤属、鲫属...,2002
202412,030326,冻鳗鱼（鳗鲡属）,442987
202412,030331,冻庸鲽鱼,38230553
202412,030332,冻鲽鱼（鲽）,302763
202412,030333,冻鳎鱼（鳎属）,58265
202412,030339,其他冻比目鱼（鲽科、...,25537269
202412,030341,冻长鳍金枪鱼,1107288
202412,030342,冻黄鳍金枪鱼,686423
202412,030343,冻鲣,16489372
202412,030345,冻大西洋及太平洋蓝鳍...,37852
202412,030351,冻鲱鱼（大西洋鲱鱼、...,1516319
202412,030353,冻沙丁鱼（沙丁鱼、沙...,19494767
202412,030354,冻鲭鱼〔大西洋鲭、澳...,56610362
202412,030355,冻对称竹荚鱼、新西兰...,3693257
202412,030359,冻鳀鱼（鳀属）、冻印...,21835480
202412,030363,冻鳕鱼（大西洋鳕鱼、...,43185899
202412,030364,冻黑线鳕鱼（黑线鳕）,10789133
202412,030365,冻绿青鳕鱼,6621779
202412,030366,冻狗鳕鱼(无须鳕属、...,757149
202412,030367,冻阿拉斯加狭鳕鱼,27580973
202412,030368,冻蓝鳕鱼（小鳍鳕、南...,2054027
202412,030369,其他冻犀鳕科、冻多丝...,3745771
202412,030381,冻角鲨及其他鲨鱼,572983
202412,030382,冻魟鱼及鳐鱼（鳐科）,132234
202412,030383,冻南极犬牙鱼（南极犬...,7145469
202412,030389,其他冻鱼,157660275
202412,030391,冻鱼肝、鱼卵及鱼精,7520852
202412,030392,冻鲨鱼翅,4109891
202412,030399,其他冻可食用鱼杂碎,18905888
202412,030441,鲜或冷大麻哈鱼、大西...,1816719
202412,030453,鲜或冷的犀鳕科、多丝...,272
202412,030459,其他鲜或冷的鱼肉,4552
202412,030462,冻叉尾鮰鱼（真鮰属）...,12504128
202412,030469,冻鲤科鱼、鳗鱼（鳗鲡...,745
202412,030471,冻鳕鱼（大西洋鳕鱼、...,569011
202412,030472,冻黑线鳕鱼（黑线鳕）...,108160
202412,030475,冻阿拉斯加狭鳕鱼鱼片,3951176
202412,030481,冻大麻哈鱼、大西洋鲑...,784295
202412,030483,冻比目鱼（鲽科、鮃科...,59919
202412,030487,冻金枪鱼(金枪鱼属)...,1146010
202412,030489,其他冻鱼片,213022
202412,030493,冻的罗非鱼（口孵非鲫...,1352406
202412,030494,冻阿拉斯加狭鳕鱼鱼肉,6451284
202412,030495,冻的犀鳕科、多丝真鳕...,610078
202412,030497,冻的魟鱼及鳐鱼（鳐科...,124718
202412,030499,其他冻鱼肉,10205783
202412,030520,干、熏、盐腌或盐渍的...,1757038
202412,030539,其他干、盐腌或盐渍的...,31426
202412,030541,熏大麻哈鱼、大西洋鲑...,5824
202412,030554,干的鲱鱼（大西洋鲱鱼...,60855
202412,030559,其他干鱼（不包括食用...,8851008
202412,030569,其他盐腌及盐渍的鱼（...,915964
202412,030571,鲨鱼翅,405004
202412,030572,鱼头、鱼尾、鱼鳔,12256573
202412,030579,其他鱼鳍及其他可食用...,221825
202412,030611,冻的岩礁虾和其他龙虾...,10067836
202412,030612,冻的螯龙虾(螯龙虾属...,4343784
202412,030614,冻蟹,28266924
202412,030615,冻挪威海螯虾,839607
202412,030616,冻冷水小虾及对虾(长...,47406693
202412,030617,其他冻小虾及对虾,501591547
202412,030619,其他冻甲壳动物,5034422
202412,030631,活、鲜或冷的岩礁虾及...,100992916
202412,030632,活、鲜或冷的螯龙虾（...,61547972
202412,030633,活、鲜或冷的蟹,179628386
202412,030634,活、鲜或冷的挪威海螯...,70898
202412,030636,其他小虾及对虾,4382102
202412,030639,其他活、鲜或冷的甲壳...,5910600
202412,030695,本品目所列其他方法加...,2710984
202412,030711,活、鲜或冷的牡蛎(蚝...,1159347
202412,030712,冻的牡蛎(蚝),70086
202412,030721,活、鲜或冷的扇贝及其...,282964
202412,030722,冻的扇贝及其他扇贝科...,247673
202412,030731,活、鲜或冷的贻贝,560242
202412,030732,冻的贻贝,1839393
202412,030742,活、鲜或冷的墨鱼及鱿...,7051
202412,030743,冻的墨鱼及鱿鱼,117565598
202412,030749,冻、干、盐腌、盐渍或...,5734647
202412,030752,冻的章鱼,2688680
202412,030760,蜗牛及螺，海螺除外,752
202412,030771,活、鲜或冷的蛤、鸟蛤...,2483711
202412,030772,冻的蛤、鸟蛤及舟贝（...,4683253
202412,030781,活、鲜或冷的鲍鱼（鲍...,3026674
202412,030783,冻的鲍鱼（鲍属）,215374
202412,030784,冻的凤螺（凤螺属）,211485
202412,030787,干、盐腌、盐渍或熏制...,200805
202412,030791,其他活、鲜、冷的软体...,17516011
202412,030792,未列名冻的软体动物,9658474
202412,030799,未列名干、盐腌、盐渍...,24657
202412,030812,冻的海参(仿刺参、海...,2063104
202412,030821,活、鲜或冷的海胆,535675
202412,030830,活、鲜、冷、冻、干、...,3856544
202412,030890,其他活、鲜、冷、冻、...,1057097
202412,030910,适合供人食用的鱼的细...,5577
202412,030990,适合供人食用的甲壳动...,94562
202412,040110,未浓缩及未加糖或其他...,4784720
202412,040120,未浓缩及未加糖或其他...,31855920
202412,040140,未浓缩及未加糖或其他...,955
202412,040150,未浓缩及未加糖或其他...,106384827
202412,040210,固态乳及稀奶油，含脂...,82512758
202412,040221,未加糖的固态乳及稀奶...,173959364
202412,040229,其他固态乳及稀奶油，...,42152
202412,040291,其他浓缩、未加糖的乳...,2050818
202412,040299,其他浓缩的乳及稀奶油,1206893
202412,040320,酸乳,2409162
202412,040390,酪乳、结块的乳及稀奶...,242895
202412,040410,乳清及改性乳清,72165816
202412,040490,其他含天然乳产品,5427029
202412,040510,黄油,100561190
202412,040590,其他从乳提取的脂和油,31232478
202412,040610,鲜乳酪包括乳清乳酪；...,39571856
202412,040620,各种磨碎或粉化的乳酪,25595819
202412,040630,经加工的乳酪（但磨碎...,12585334
202412,040640,蓝纹乳酪和娄地青霉生...,184560
