Date of data,Commodity code,Commodity,Renminbi Yuan
201704,101,,24236194.0
201704,102,,204451429.0
201704,104,,11373909.0
201704,105,,7907858.0
201704,106,,20797158.0
201704,201,,34927503.0
201704,202,,1671664518.0
201704,203,,1365332855.0
201704,204,,659577416.0
201704,205,,4146603.0
201704,206,,1043766579.0
201704,207,,607522119.0
201704,208,,2987914.0
201704,209,,34834340.0
201704,210,,1694049.0
201704,301,,43006650.0
201704,302,,138282366.0
201704,303,,2175748704.0
201704,304,,102854058.0
201704,305,,32728636.0
201704,306,,1095667360.0
201704,307,,467859759.0
201704,308,,7030539.0
201704,401,,408475385.0
201704,402,,1110503288.0
201704,403,,21937079.0
201704,404,,337739375.0
201704,405,,228495075.0
201704,406,,244800243.0
201704,409,,43703989.0
201704,410,,44056737.0
201704,504,,193837339.0
201704,505,,72787042.0
201704,506,,5055498.0
201704,507,,61692867.0
201704,508,,7101534.0
201704,510,,1669900.0
201704,511,,24512302.0
201704,601,,29869160.0
201704,602,,103451728.0
201704,603,,27319936.0
201704,604,,2180401.0
201704,703,,425559.0
201704,704,,4894.0
201704,705,,7285.0
201704,706,,364323.0
201704,709,,2160122.0
201704,710,,15211162.0
201704,711,,824716.0
201704,712,,2471003.0
201704,713,,247378923.0
201704,714,,1002513196.0
201704,801,,105149485.0
201704,802,,265708947.0
201704,803,,330122482.0
201704,804,,192610364.0
201704,805,,362353554.0
201704,806,,1035743903.0
201704,807,,72479527.0
201704,808,,129713709.0
201704,809,,84765724.0
201704,810,,951093872.0
201704,811,,74163197.0
201704,812,,951430.0
201704,813,,12567632.0
201704,814,,147042.0
201704,901,,131536805.0
201704,902,,70140408.0
201704,903,,179899.0
201704,904,,24734140.0
201704,905,,581107.0
201704,906,,21284.0
201704,907,,249056.0
201704,909,,1030379.0
201704,910,,1909289.0
201704,1001,,922235424.0
201704,1003,,1558806277.0
201704,1004,,41610885.0
201704,1005,,18195189.0
201704,1006,,1449610220.0
201704,1007,,477949545.0
201704,1008,,717890.0
201704,1101,,6338302.0
201704,1102,,13519133.0
201704,1103,,27649.0
201704,1104,,12402398.0
201704,1105,,5430834.0
201704,1106,,14221404.0
201704,1107,,1147163.0
201704,1108,,457337458.0
201704,1109,,745838.0
201704,1201,,23446019284.0
