Date of data,Commodity code,Commodity,Renminbi Yuan
201503,101,"Live horses, asses, mules and hinnies",10519407.0
201503,102,Live bovine animals,140252123.0
201503,103,Live swine,11003249.0
201503,105,"Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls",1526105.0
201503,106,Other live animals,34910687.0
201503,201,"Meat of bovine animals, fresh or chilled",19825557.0
201503,202,"Meat of bovine animals, frozen",796661160.0
201503,203,"Meat of swine, fresh, chilled or frozen",558687868.0
201503,204,"Meat of sheep or goats, fresh, chilled or frozen",644686874.0
201503,205,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen",980848.0
201503,206,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",731450150.0
201503,207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",468375328.0
201503,209,"Pig fat, free of lean meat, and poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked",1784367.0
201503,210,"Meat and edible meat offal, salted, in brine, dried or smoked; edible flours and meals of meat or meat offal",1408546.0
201503,301,Live fish,41340119.0
201503,302,"Fish, fresh or chilled, excluding fish fillets and other fish meat of heading 0304",131923806.0
201503,303,"Fish, frozen, excluding fish fillets and other fish meat of heading 0304",2091241954.0
201503,304,"Fish fillets and other fish meat (whether or not minced), fresh, chilled or frozen",61416186.0
201503,305,"Fish, dried, salted or in brine; smoked fish, whether or not cooked before or during the smoking process; flours, meals and pellets of fish, fit for human consumption",5283271.0
201503,306,"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine; flours, meals and pellets of crustaceans, fit for human consumption",679326756.0
201503,307,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process; flours, meals and pellets of molluscs, fit for human consumption",346422931.0
201503,308,"Aquatic invertebrates other than crustaceans and molluscs, live, fresh, chilled, frozen, dried, salted or in brine; smoked aquatic invertebrates other than crustaceans and molluscs, whether or not cooked before or during the smoking process; flours, meals and pellets of aquatic invertebrates other than crustaceans and molluscs, fit for human consumption",2900924.0
201503,401,"Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",237126577.0
201503,402,"Milk and cream, concentrated or containing added sugar or other sweetening matter",875433766.0
201503,403,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweeteningmatter or flavoured or containing added fruit, nuts or cocoa",8151180.0
201503,404,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",284602516.0
201503,405,Butter and other fats and oils derived from milk; dairy spreads,106385982.0
201503,406,Cheese and curd,198332206.0
201503,407,"Birds' eggs, in shell, fresh, preserved or cooked",192106.0
201503,409,atural honey,24580536.0
201503,410,"dible products of animal origin, not elsewhere specified or included",13187769.0
201503,502,"Pigs', hogs' or boars' bristles and hair; badger hair and other brush making hair; waste of such bristles or hair",93241.0
201503,504,"Guts, bladders and stomachs of animals (other than fish), wholeand pieces thereof, fresh, chilled, frozen, salted, in brine, dried orsmoked",156573822.0
201503,505,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers (whether or not with trimmed edges) and down, not further worked than cleaned, disinfected or treated for preservation;powder and waste of feathers or parts of feathers",64829636.0
201503,506,"Bones and horncores, unworked, defatted, simply prepared (but not cut to shape), treated with acid or degelatinised; powder and waste of these products",6599303.0
201503,507,"Ivory, tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, unworked or simply prepared but not cut to shape; powder and waste of these products",21888419.0
201503,508,"Coral and similar materials, unworked or simply prepared bunot otherwise worked; shells of molluscs, crustaceans or echinoderms and cuttlebone, unworked or simply prepared bunot cut to shape, powder and waste thereof",8890701.0
201503,510,"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally preserved",1573067.0
201503,511,"Animal products not elsewhere specified or included; dead animals of Chapter 1 or 3, unfit for human consumption",36407037.0
201503,601,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant, in growth or in flower; chicory plants and roots other than roots of heading 12.12.",16080346.0
201503,602,"Other live plants (including their roots), cuttings and slips; mushroom spawn.",73478785.0
201503,603,"Cut flowers and flower buds of a kind suitable for bouquets or for ornamental purposes, fresh, dried, dyed, bleached, impregnated or otherwise prepared.",13273673.0
201503,604,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens, being goods of a kind suitable for bouquets or for ornamental purposes, fresh,dried, dyed, bleached, impregnated or otherwise prepared",1726770.0
201503,703,"Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled.",2147.0
201503,704,"Cabbages, cauliflowers, kohlrabi, kale and similar edible brassicas, fresh or chilled.",1116.0
201503,705,"Lettuce (Lactuca sativa) and chicory (Cichorium spp.), fresh or chilled.",100924.0
201503,706,"Carrots, turnips, salad beetroot, salsify, celeriac, radishes and similar edible roots, fresh or chilled.",2754.0
201503,709,"Other vegetables, fresh or chilled.",2738609.0
201503,710,"Vegetables (uncooked or cooked by steaming or boiling in water),frozen.",19378431.0
201503,711,"Vegetables provisionally preserved (for example, by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions), but unsuitable in that state for immediate consumption.",950772.0
201503,712,"Dried vegetables, whole, cut, sliced, broken or in powder, but not further prepared.",4612802.0
201503,713,"Dried leguminous vegetables, shelled, whether or not skinned or split.",318056538.0
201503,714,"Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith.",1611881968.0
201503,801,"Coconuts, Brazil nuts and cashew nuts, fresh or dried, whether or not shelled or peeled.",68822002.0
201503,802,"Other nuts, fresh or dried, whether or not shelled or peeled.",203469721.0
201503,803,"Bananas, including plantains, fresh or dried.",558900801.0
201503,804,"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens, fresh or dried.",145013111.0
201503,805,"Citrus fruit, fresh or dried.",59534465.0
201503,806,"Grapes, fresh or dried.",742582459.0
201503,807,"Melons (including watermelons) and papaws (papayas), fresh.",72243471.0
201503,808,"Apples, pears and quinces, fresh.",51510715.0
201503,809,"Apricots, cherries, peaches (including nectarines), plums and sloes, fresh.",224000547.0
201503,810,Other fresh fruits,904565173.0
201503,811,"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter.",68982104.0
201503,812,"Fruit and nuts, provisionally preserved (for example, by sulphurdioxide gas, in brine, in sulphur water or in other preservativesolutions), but unsuitable in that state for immediateconsumption.",580430.0
201503,813,"Fruit, dried, other than that of headings 08.01 to 08.06; mixtures of nuts or dried fruits of this Chapter.",6205549.0
201503,814,"Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",144967.0
201503,901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion.",74788573.0
201503,902,"Tea, whether or not flavoured.",34983029.0
201503,903,Maté,422953.0
201503,904,Pepper of the genus Piper; dried or crushed or ground fruits of the genus Capsicum or of the genus Pimenta.,30900133.0
201503,905,Vanilla.,106280.0
201503,906,Cinnamon and cinnamontree flowers.,1080325.0
201503,908,"Nutmeg, mace and cardamoms.",49396.0
201503,909,"Seeds of anise, badian, fennel, coriander, cumin or caraway; juniper berries.",69193.0
201503,910,"Ginger, saffron, turmeric (curcuma), thyme, bay leaves, curry and other spices.",3299309.0
201503,1001,Wheat and meslin.,312084797.0
201503,1003,Barley,1522567071.0
201503,1004,Oats,28181266.0
201503,1005,Maize (corn).,79164473.0
201503,1006,Rice.,412344554.0
201503,1007,Grain sorghum.,1577663353.0
201503,1008,"Buckwheat, millet and canary seeds; other cereals.",1158121.0
201503,1101,Wheat or meslin flour.,5736571.0
201503,1102,Cereal flours other than of wheat or meslin.,1540582.0
201503,1103,"Cereal groats, meal and pellets.",379143.0
201503,1104,"Cereal grains otherwise worked (for example, hulled, rolled, flaked, pearled, sliced or kibbled), except rice of heading 10.06; germ of cereals, whole, rolled, flaked or ground.",15746048.0
201503,1105,"Flour, meal, powder, flakes, granules and pellets of potatoes.",7377485.0
201503,1106,"Flour, meal and powder of the dried leguminous vegetables of heading 07.13, of sago or of roots or tubers of heading 07.14 or of the products of Chapter 8.",9589797.0
201503,1107,"Malt, whether or not roasted.",524996.0
201503,1108,tarches; inulin.,545633419.0
201503,1109,"Wheat gluten, whether or not dried.",2594857.0
201503,1201,"Soya beans, whether or not broken.",12329513678.0
201503,1202,"Groundnuts, not roasted or otherwise cooked, whether or not shelled or broken.",80854360.0
201503,1204,"Linseed, whether or not broken.",148113478.0
201503,1205,"Rape or colza seeds, whether or not broken.",801155689.0
201503,1206,"Sunflower seeds, whether or not broken.",33608911.0
201503,1207,"Other oil seeds and oleaginous fruits, whether or not broken.",823803566.0
201503,1208,"Flours and meals of oil seeds or oleaginous fruits, other than those of mustard.",343156.0
201503,1209,"Seeds, fruit and spores, of a kind used for sowing.",186628030.0
201503,1210,"Hop cones, fresh or dried, whether or not ground, powdered or in the form of pellets; lupulin.",13453646.0
201503,1211,"lants and parts of plants (including seeds and fruits), of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered.",121457646.0
201503,1212,"Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh, chilled, frozen or dried, whether or not ground; fruit stones and kernels and other vegetable products (including unroasted chicory roots of the variety Cichorium intybus sativum) of a kind used primarily for human consumption, not elsewhere specified or included.",186470944.0
201503,1213,"Cereal straw and husks, unprepared, whether or not chopped,ground, pressed or in the form of pellets.",5007714.0
