Date of data,Commodity code,Commodity,Renminbi Yuan
202010,10129,Other horses,54260.0
202010,10290,Other live bovine animals,34301963.0
202010,10392,"Other lives wine,weighing 50 kg or more",260673253.0
202010,10420,Goats,192544.0
202010,10511,"Fowls of the species Gallus omesticus, weighing not more than 185 g",961007.0
202010,10614,Rabbits and hares,477107.0
202010,10619,Other mammals,3637307.0
202010,10620,Reptiles (including snakes and turtles),5090463.0
202010,10649,Other insects,37834.0
202010,10690,Other lives animals,353233.0
202010,20230,Boneless,925463.0
202010,20312,"Hams, shoulders and cuts thereof, with bone in",1995958.0
202010,20319,Other fresh or chilled meat of swine,5333549.0
202010,20321,Carcasses and halfcarcasses,2377690.0
202010,20322,"Hams, shoulders and cuts thereof, with bone in",346694.0
202010,20329,Other frozen meat of swine,39721557.0
202010,20442,"Other cuts with bone in,frozen",3846222.0
202010,20443,"Boneless meat of sheep,frozen",3843929.0
202010,20450,"Meat of goats,frozen",6312852.0
202010,20500,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen",618294.0
202010,20629,"Other edible offal of bovine animals,frozen",27963.0
202010,20690,"Other edible offal,frozen",75828.0
202010,20711,"Fowls of the species gallus domesticus,not cut in pieces, fresh or chilled",156821422.0
202010,20712,"Fowls of the species gallus domesticus,not cut in pieces, frozen",4624627.0
202010,20713,"Cuts and offal, fresh or chilled",3354250.0
202010,20714,"Cuts and offal, frozen",101533409.0
202010,20741,"Ducks,not cut in pieces, fresh or chilled",29952528.0
202010,20742,"Ducks,not cut in pieces, frozen",6518237.0
202010,20744,"Other cuts and offal of ducks, fresh or chilled",250993.0
202010,20745,"Other cuts and offal of ducks, frozen",2707268.0
202010,20751,"Geese,not cut in pieces, fresh or chilled",35188958.0
202010,20752,"Geese,not cut in pieces, frozen",135251.0
202010,20754,"Other cuts and offal of geese, fresh or chilled",335222.0
202010,20810,"Meat and edible meat offal of rabbits or hares,fresh, chilled or frozen",14327360.0
202010,20890,"Other meat and edible meat offal,fresh, chilled or frozen",14482862.0
202010,21011,"Hams, shoulders and cuts thereof, with bone in",350850.0
202010,21012,Bellies (streaky) and cuts thereof,444033.0
202010,21019,Other,763704.0
202010,21020,Meat of bovine animals,8474.0
202010,21099,"Other meat and edible meat offal,salted, in brine, dried or smoked",2084484.0
202010,30111,Ornamental fish of freshwater,2651425.0
202010,30191,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",285000.0
202010,30192,Eels (Anguilla spp),91812854.0
202010,30193,"Carp (Cyprinus spp, Carassius spp, Ctenopharyngodon idellus, Hypophthalmichthys spp, Cirrhinus spp, Mylopharyngodon piceus, Catla catla, Labeo spp, Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp)",50714935.0
202010,30199,Other,229934228.0
202010,30223,"Sole (Solea spp) ,fresh or chilled",1896084.0
