数据年月,商品编码,商品名称,美元
202412,010129,其他马，改良种用除外,4452
202412,010290,其他牛,5847896
202412,010392,其他猪，重量≥50k...,68830221
202412,010410,绵羊,4452
202412,010420,山羊,119458
202412,010511,鸡，重量≤185g,175977
202412,010614,家兔及野兔,35072
202412,010619,其他哺乳动物,1844621
202412,010620,爬行动物（包括蛇及龟...,921140
202412,010649,其他昆虫,7554
202412,010690,其他活动物,456332
202412,020110,鲜、冷整头及半头牛肉,4279
202412,020120,鲜、冷带骨牛肉,12267
202412,020130,鲜、冷去骨牛肉,447039
202412,020220,冻带骨牛肉,47780
202412,020230,冻去骨牛肉,1150831
202412,020312,鲜、冷带骨猪前腿、猪...,2230517
202412,020319,其他鲜、冷猪肉,556235
202412,020321,冻整头及半头猪肉,760927
202412,020322,冻带骨猪前腿、猪后腿...,32123
202412,020329,其他冻猪肉,12606145
202412,020421,鲜、冷整头及半头绵羊...,45445
202412,020441,冻整头及半头绵羊肉,1663
202412,020442,冻带骨绵羊肉,1488206
202412,020443,冻去骨绵羊肉,782100
202412,020450,鲜、冷、冻山羊肉,464641
202412,020500,鲜、冷、冻马、驴、骡...,509373
202412,020610,鲜、冷牛杂碎,36434
202412,020621,冻牛舌,3820
202412,020622,冻牛肝,32496
202412,020629,其他冻牛杂碎,218298
202412,020641,冻猪肝,17474
202412,020649,其他冻猪杂碎,16347
202412,020690,其他冻杂碎（牛、猪杂...,299135
202412,020711,整只鸡，鲜或冷的,30115503
202412,020712,整只鸡，冻的,1012602
202412,020713,鸡块及杂碎，鲜或冷的,1108163
202412,020714,鸡块及杂碎，冻的,61155046
202412,020741,鲜或冷的整只鸭,2836149
202412,020742,整只冻鸭,4297580
202412,020743,鲜或冷的鸭肥肝,36078
202412,020744,鲜或冷的鸭块及杂碎,56904
202412,020745,冻的鸭块及杂碎,4176478
202412,020751,鲜或冷的整只鹅,7031293
202412,020752,整只冻鹅,2827
202412,020753,鲜或冷的鹅肥肝,52034
202412,020754,鲜或冷的鹅块及杂碎,204483
202412,020755,冻的鹅块及杂碎,3618
202412,020810,鲜、冷、冻家兔或野兔...,1445872
202412,020890,其他鲜、冷、冻肉及食...,4671065
202412,021011,干、熏、盐腌或盐渍带...,140959
202412,021012,干、熏、盐腌或盐渍猪...,126628
202412,021019,其他干、熏、盐腌或盐...,268791
202412,021020,干、熏、盐腌或盐渍牛...,5983
202412,021093,干、熏、盐腌或盐渍的...,3171
202412,021099,其他干、熏、盐腌或盐...,507850
202412,030111,淡水观赏鱼,352140
202412,030192,鳗鱼（鳗鲡属）,24946679
202412,030193,鲤科鱼（西鲤、黑鯽、...,8104588
202412,030199,其他活鱼,17198914
202412,030211,鲜、冷鳟鱼,58276
202412,030223,鲜、冷鳎鱼（鳎属）,358710
