Date of data,Commodity code,Commodity,Renminbi Yuan
201702,102,,33765778.0
201702,103,,263248844.0
201702,104,,388784.0
201702,105,,9696963.0
201702,106,,20207765.0
201702,202,,557596.0
201702,203,,120712643.0
201702,204,,1657559.0
201702,206,,35344.0
201702,207,,254903897.0
201702,208,,9694543.0
201702,210,,408162.0
201702,301,,226669623.0
201702,302,,53526934.0
201702,303,,1216905426.0
201702,304,,674987048.0
201702,305,,103694755.0
201702,306,,393905168.0
201702,307,,1104207699.0
201702,308,,52871099.0
201702,401,,9575463.0
201702,402,,6866766.0
201702,403,,1045568.0
201702,404,,5440.0
201702,405,,3037679.0
201702,407,,70013260.0
201702,408,,9718284.0
201702,409,,151119558.0
201702,410,,33684823.0
201702,502,,70012814.0
201702,504,,373086383.0
201702,505,,163196736.0
201702,507,,1434707.0
201702,508,,2968906.0
201702,510,,766044.0
201702,511,,48465329.0
201702,601,,1464218.0
201702,602,,75214283.0
201702,603,,55678668.0
201702,604,,16547206.0
201702,701,,53417901.0
201702,702,,97417362.0
201702,703,,1377151392.0
201702,704,,274723888.0
201702,705,,48043374.0
201702,706,,159318355.0
201702,707,,27094100.0
201702,708,,9053224.0
201702,709,,372879472.0
201702,710,,388488877.0
201702,711,,66772359.0
201702,712,,1245681309.0
201702,713,,343547168.0
201702,714,,80240811.0
201702,801,,116763.0
201702,802,,162072799.0
201702,803,,6117154.0
201702,804,,12726179.0
201702,805,,354273934.0
201702,806,,80930051.0
201702,807,,23266752.0
201702,808,,847105003.0
201702,809,,120246.0
201702,810,,18294023.0
201702,811,,66201516.0
201702,812,,6858827.0
201702,813,,34824069.0
201702,814,,2145387.0
201702,901,,85311320.0
201702,902,,547632709.0
201702,904,,206826304.0
201702,906,,34192867.0
201702,907,,85481.0
201702,908,,753.0
201702,909,,11296868.0
201702,910,,201227010.0
201702,1003,,60827.0
201702,1005,,809403.0
201702,1006,,191920166.0
201702,1007,,7113621.0
201702,1008,,12796886.0
201702,1101,,22956507.0
201702,1102,,139977.0
201702,1104,,12960137.0
201702,1105,,470424.0
201702,1106,,6729697.0
201702,1107,,69631256.0
201702,1108,,64194059.0
201702,1109,,59566954.0
201702,1201,,41712080.0
201702,1202,,86619448.0
201702,1204,,1778492.0
201702,1206,,202141362.0
201702,1207,,73748721.0
201702,1208,,10635542.0
201702,1209,,50658129.0
201702,1211,,296888385.0
201702,1212,,184281059.0
201702,1213,,625592.0
201702,1301,,1897634.0
201702,1302,,507453776.0
201702,1401,,39616136.0
201702,1404,,9556186.0
201702,1502,,709555.0
201702,1504,,57093332.0
201702,1505,,11863339.0
201702,1506,,1593243.0
201702,1507,,47151133.0
201702,1508,,12876041.0
201702,1509,,50625.0
201702,1510,,885.0
201702,1511,,4285807.0
201702,1512,,1121152.0
201702,1513,,670148.0
201702,1514,,10388393.0
201702,1515,,39905458.0
201702,1516,,243478.0
201702,1517,,14127366.0
201702,1518,,46674616.0
201702,1521,,24195208.0
201702,1522,,91824.0
201702,1601,,48407211.0
201702,1602,,552157915.0
201702,1603,,6378756.0
201702,1604,,819085915.0
201702,1605,,854009955.0
201702,1701,,16924132.0
201702,1702,,421068592.0
201702,1703,,24387.0
201702,1704,,212005592.0
201702,1803,,3191238.0
201702,1804,,11133952.0
201702,1805,,2540021.0
201702,1806,,71640415.0
201702,1901,,52776711.0
201702,1902,,319938398.0
201702,1903,,1464659.0
201702,1904,,86934458.0
201702,1905,,119584288.0
201702,2001,,48971493.0
201702,2002,,227446521.0
201702,2003,,246304191.0
201702,2004,,130754619.0
201702,2005,,789149085.0
201702,2006,,88787807.0
201702,2007,,30833778.0
201702,2008,,953041164.0
201702,2009,,352057693.0
201702,2101,,112251910.0
201702,2102,,127232634.0
201702,2103,,424371063.0
201702,2104,,33342974.0
201702,2105,,20592213.0
201702,2106,,578271416.0
201702,2201,,424686225.0
201702,2202,,71798077.0
201702,2203,,94660058.0
201702,2204,,222236941.0
201702,2206,,11144751.0
201702,2207,,14153379.0
201702,2208,,79132711.0
201702,2209,,5844202.0
201702,2301,,454815.0
201702,2302,,3588497.0
201702,2303,,114785631.0
201702,2304,,137005987.0
201702,2306,,37566946.0
201702,2308,,39712085.0
201702,2309,,784241410.0
201702,2401,,181703411.0
201702,2402,,36476523.0
201702,2403,,35494566.0
201702,2501,,32102435.0
201702,2502,,868490.0
201702,2503,,214946.0
201702,2504,,100005179.0
201702,2505,,14031448.0
201702,2506,,12220943.0
201702,2507,,50449015.0
201702,2508,,120032456.0
201702,2509,,1741068.0
201702,2510,,11662497.0
201702,2511,,65838101.0
201702,2512,,1470698.0
201702,2513,,6192671.0
201702,2514,,4068636.0
201702,2515,,3501426.0
201702,2516,,10536823.0
201702,2517,,88765218.0
201702,2518,,25497937.0
201702,2519,,182151434.0
201702,2520,,4595540.0
201702,2521,,2745636.0
201702,2522,,14541161.0
201702,2523,,318255145.0
201702,2524,,4215656.0
201702,2525,,15135340.0
201702,2526,,59252186.0
201702,2528,,358072.0
201702,2529,,23224917.0
201702,2530,,59821762.0
201702,2601,,77045.0
201702,2602,,1864191.0
201702,2606,,726263.0
201702,2608,,71903.0
201702,2610,,55525.0
201702,2613,,74206623.0
201702,2614,,2473837.0
201702,2615,,1758552.0
201702,2617,,276393.0
201702,2618,,16068706.0
201702,2619,,407777.0
201702,2620,,8783555.0
201702,2621,,50467568.0
201702,2701,,296153673.0
201702,2703,,454394.0
201702,2704,,1632502824.0
