Date of data,Commodity code,Commodity,Renminbi Yuan
202207,10129,Other horses,6206557.0
202207,10221,Purebred breeding cattle,300079044.0
202207,10229,Other cattle,376729094.0
202207,10310,Purebred breeding swine,9360571.0
202207,10619,Other mammals,1495536.0
202207,10639,Other birds,1453148.0
202207,10649,Other insects,44437.0
202207,10690,Other lives animals,4195.0
202207,20120,Other cuts with bone in,9977035.0
202207,20130,Boneless,346143370.0
202207,20210,Carcasses and halfcarcasses,354439.0
202207,20220,Other cuts with bone in,1014255640.0
202207,20230,Boneless,11560953856.0
202207,20319,Other fresh or chilled meat of swine,59086.0
202207,20322,"Hams, shoulders and cuts thereof, with bone in",419065321.0
202207,20329,Other frozen meat of swine,1300523945.0
202207,20422,"Other sheep cuts with bone in ,fresh or chilled",3531307.0
202207,20423,"Boneless,fresh or chilled",42741.0
202207,20430,"Carcasses and halfcarcasses of lamb, frozen",10724972.0
202207,20441,"Carcasses and halfcarcasses,frozen",48338375.0
202207,20442,"Other cuts with bone in,frozen",957694452.0
202207,20443,"Boneless meat of sheep,frozen",71651279.0
202207,20450,"Meat of goats,frozen",58178.0
202207,20500,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen",1945487.0
202207,20610,"Of bovine animals, fresh or chilled",22575.0
202207,20621,"Tongues of bovine animals,frozen",10354477.0
202207,20622,"Livers of bovine animals,frozen",31456.0
202207,20629,"Other edible offal of bovine animals,frozen",147080038.0
202207,20641,"Livers,frozen",19192.0
202207,20649,"Other edible offal of swine,frozen",1465721730.0
202207,20690,"Other edible offal,frozen",13079325.0
202207,20712,"Fowls of the species gallus domesticus,not cut in pieces, frozen",4048933.0
202207,20714,"Cuts and offal, frozen",2626339529.0
202207,20727,"Cuts and offal of turkeys , frozen",43487443.0
202207,20890,"Other meat and edible meat offal,fresh, chilled or frozen",9865550.0
202207,20910,"Pig fat, free of lean meat,not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked",6555894.0
202207,21011,"Hams, shoulders and cuts thereof, with bone in",15602712.0
202207,21019,Other,12366210.0
202207,30111,Ornamental fish of freshwater,5454970.0
202207,30119,Other ornamental fish,4126655.0
202207,30192,Eels (Anguilla spp),1432047.0
202207,30199,Other,82276913.0
202207,30211,"rout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, fresh or chilledOncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",3863888.0
202207,30213,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, fresh or chilledOncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus)",3677234.0
202207,30214,"Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho) ,fresh or chilled",515661075.0
202207,30229,"Other flat fish,fresh or chilled",653319.0
