Date of data,Commodity code,Commodity,Renminbi Yuan
202111,10129,Other horses,19648979.0
202111,10221,Purebred breeding cattle,9090000.0
202111,10229,Other cattle,66105310.0
202111,10511,"Fowls of the species Gallus omesticus, weighing not more than 185 g",22779565.0
202111,10613,Camels and other camelids (Camelidae),13876816.0
202111,10619,Other mammals,4259965.0
202111,10649,Other insects,122783.0
202111,10690,Other lives animals,31067.0
202111,20120,Other cuts with bone in,16596264.0
202111,20130,Boneless,529738142.0
202111,20210,Carcasses and halfcarcasses,4654951.0
202111,20220,Other cuts with bone in,870113415.0
202111,20230,Boneless,5572445718.0
202111,20322,"Hams, shoulders and cuts thereof, with bone in",617101619.0
202111,20329,Other frozen meat of swine,2297487018.0
202111,20422,"Other sheep cuts with bone in ,fresh or chilled",2452054.0
202111,20423,"Boneless,fresh or chilled",3154959.0
202111,20430,"Carcasses and halfcarcasses of lamb, frozen",88752924.0
202111,20441,"Carcasses and halfcarcasses,frozen",40829578.0
202111,20442,"Other cuts with bone in,frozen",904636855.0
202111,20443,"Boneless meat of sheep,frozen",56123736.0
202111,20450,"Meat of goats,frozen",1347321.0
202111,20500,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen",1840170.0
202111,20610,"Of bovine animals, fresh or chilled",3978.0
202111,20621,"Tongues of bovine animals,frozen",4995339.0
202111,20622,"Livers of bovine animals,frozen",521223.0
202111,20629,"Other edible offal of bovine animals,frozen",108991722.0
202111,20641,"Livers,frozen",392655.0
202111,20649,"Other edible offal of swine,frozen",1478810714.0
202111,20690,"Other edible offal,frozen",12829834.0
202111,20712,"Fowls of the species gallus domesticus,not cut in pieces, frozen",8521592.0
202111,20714,"Cuts and offal, frozen",2354684080.0
202111,20727,"Cuts and offal of turkeys , frozen",32753693.0
202111,20890,"Other meat and edible meat offal,fresh, chilled or frozen",9565751.0
202111,20910,"Pig fat, free of lean meat,not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked",30390697.0
202111,21011,"Hams, shoulders and cuts thereof, with bone in",9122727.0
202111,21019,Other,19616917.0
202111,21093,"Meat and edible meat offal of reptiles (including snakes and turtles), salted, in brine, dried or smoked",272293.0
202111,30111,Ornamental fish of freshwater,5039321.0
202111,30119,Other ornamental fish,4959113.0
202111,30192,Eels (Anguilla spp),69204589.0
202111,30199,Other,90720659.0
202111,30213,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, fresh or chilledOncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus)",9965308.0
202111,30214,"Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho) ,fresh or chilled",312382001.0
202111,30222,"Plaice (Pleuronectes platessa),fresh or chilled",4892.0
202111,30229,"Other flat fish,fresh or chilled",645961.0
