Date of data,Commodity code,Commodity,Renminbi Yuan
201606,10129,Other horses,13872594.0
201606,10221,Purebred breeding cattle,127798029.0
201606,10229,Other cattle,2856306.0
201606,10310,Purebred breeding swine,10959875.0
201606,10511,"Fowls of the species Gallus omesticus, weighing not more than 185 g",15178042.0
201606,10611,Primates,878285.0
201606,10612,"Whales, dolphins and porpoises (mammals of the order Cetacea); manatees and dugongs (mammals of the order Sirenia); seals, sea lions and walruses (mammals of the suborder Pinnipedia)",12377765.0
201606,10619,Other mammals,3262915.0
201606,10620,Reptiles (including snakes and turtles),2656775.0
201606,10639,Other birds,1090972.0
201606,10641,Bees,35598.0
201606,10649,Other insects,6096.0
201606,10690,Other lives animals,80200.0
201606,20120,Other cuts with bone in,2771471.0
201606,20130,Boneless,29393296.0
201606,20220,Other cuts with bone in,147341804.0
201606,20230,Boneless,1385634946.0
201606,20321,Carcasses and halfcarcasses,5672959.0
201606,20322,"Hams, shoulders and cuts thereof, with bone in",822819008.0
201606,20329,Other frozen meat of swine,1733871733.0
201606,20430,"Carcasses and halfcarcasses of lamb, frozen",452108.0
201606,20441,"Carcasses and halfcarcasses,frozen",9438999.0
201606,20442,"Other cuts with bone in,frozen",356602595.0
201606,20443,"Boneless meat of sheep,frozen",12703562.0
201606,20500,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen",2321002.0
201606,20621,"Tongues of bovine animals,frozen",3249097.0
201606,20629,"Other edible offal of bovine animals,frozen",43910856.0
201606,20641,"Livers,frozen",9941511.0
201606,20649,"Other edible offal of swine,frozen",1464847306.0
201606,20690,"Other edible offal,frozen",2885665.0
201606,20714,"Cuts and offal, frozen",891079522.0
201606,20725,"Turkeys,not cut in pieces, frozen",1004917.0
201606,20727,"Cuts and offal of turkeys , frozen",33573956.0
201606,20890,"Other meat and edible meat offal,fresh, chilled or frozen",1265639.0
201606,20910,"Pig fat, free of lean meat,not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked",111270562.0
201606,21019,Other,1608506.0
201606,30111,Ornamental fish of freshwater,6600384.0
201606,30119,Other ornamental fish,1070713.0
201606,30192,Eels (Anguilla spp),2702327.0
201606,30199,Other,23090583.0
201606,30211,"rout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, fresh or chilledOncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",473655.0
201606,30213,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, fresh or chilledOncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus)",756770.0
201606,30214,"Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho) ,fresh or chilled",170636471.0
201606,30222,"Plaice (Pleuronectes platessa),fresh or chilled",93.0
201606,30223,"Sole (Solea spp) ,fresh or chilled",708.0
201606,30229,"Other flat fish,fresh or chilled",60126.0
201606,30232,"Yellowfin tunas (Thunnus albacares) ,fresh or chilled",391194.0
201606,30233,"Skipjack or stripebellied bonito ,fresh or chilled",40735.0
201606,30234,"Bigeye tunas (Thunnus obesus),fresh or chilled",6769.0
201606,30235,"Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis),fresh or chilled",3569211.0
201606,30236,"Southern bluefin tunas (Thunnus maccoyii) ,fresh or chilled",13164.0
201606,30243,"Sardines (Sardina pilchardus, Sardinops spp), sardinella (Sardinella spp), brisling or sprats (Sprattus sprattus) ,fresh or chilled",5098.0
201606,30244,"Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus) ,fresh or chilled",122319.0
201606,30245,"Jack and horse mackerel (Trachurus spp) ,fresh or chilled",483526.0
201606,30251,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus) ,fresh or chilled",81057.0
201606,30274,"Eels (Anguilla spp) ,fresh or chilled",6204.0
201606,30281,"Dogfish and other sharks ,fresh or chilled",310207.0
201606,30289,"Other fish,fresh or chilled",14026606.0
201606,30312,"Other Pacific salmon (Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus) ,frozen",34265931.0
201606,30313,"Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho) ,frozen",41833697.0
201606,30314,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster) ,frozen",28163944.0
201606,30319,"Other salmonidae,frozen",1788236.0
201606,30324,"Catfish (Pangasius spp, Silurus spp, Clarias spp, Ictalurus spp) , frozen",6944864.0
201606,30325,"Carp (Cyprinus spp, Carassius spp, Ctenopharyngodon idellus, , frozenHypophthalmichthys spp, Cirrhinus spp, Mylopharyngodon piceus, Catla catla, Labeo spp, Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp)",1463074.0
201606,30326,"Eels (Anguilla spp) , frozen",945507.0
201606,30329,"Other tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.),frozen",24.0
201606,30331,"Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis) , frozen",58029992.0
201606,30332,Frozen plaice,8431458.0
201606,30333,Frozen sole,1153703.0
201606,30339,"Other flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae Scophthalmidae and Citharidae), frozen",198239879.0
201606,30342,"Yellowfin tunas (Thunnus albacares),frozen",15931680.0
201606,30343,"Skipjack or stripebellied bonito ,frozen",91527927.0
201606,30344,"Bigeye tunas (Thunnus obesus) ,frozen",3427488.0
201606,30346,"Southern bluefin tunas (Thunnus maccoyii) ,frozen",40219.0
201606,30349,"Other tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis),frozen",224.0
201606,30351,"Herrings (Clupea harengus, Clupea pallasii) ,frozen",61826152.0
201606,30353,"Sardines (Sardina pilchardus, Sardinops spp), sardinella (Sardinella spp), brisling or sprats (Sprattus sprattus),frozen",5161712.0
201606,30354,"Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus) ,frozen",16357169.0
201606,30355,"Jack and horse mackerel (Trachurus spp) ,frozen",4748539.0
201606,30357,"Swordfish (Xiphias gladius) ,frozen",3959039.0
201606,30363,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus) ,frozen",284929927.0
201606,30364,"Haddock (Melanogrammus aeglefinus) ,frozen",84740700.0
201606,30365,"Coalfish (Pollachius virens) ,frozen",12424235.0
201606,30366,"Hake (Merluccius spp, Urophycis spp) ,frozen",18488775.0
201606,30367,"Alaska Pollack (Theragra chalcogramma) ,frozen",113567217.0
201606,30368,"Blue whitings (Micromesistius poutassou, Micromesistius australis) ,frozen",3546127.0
201606,30369,"Other fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae,frozen",12406213.0
201606,30381,"Dogfish and other sharks ,frozen",2793658.0
201606,30382,"Rays and skates (Rajidae) ,frozen",78844.0
201606,30383,"Toothfish (Dissostichus spp) ,frozen",2672503.0
201606,30384,"Seabass (Dicentrarchus spp) ,frozen",36669.0
201606,30389,"Other fish ,frozen",256671717.0
201606,30390,-------,34076800.0
201606,30449,"Fresh or chilled fillets of fish, n.e.s",63056.0
