数据年月,商品编码,商品名称,美元
202501,101,马、驴、骡,2874310
202501,102,牛,5571671
202501,104,绵羊、山羊,159146
202501,105,家禽，即鸡、鸭、鹅、...,253727
202501,106,其他活动物,8407565
202501,201,鲜、冷牛肉,85871997
202501,202,冻牛肉,1338122103
202501,203,鲜、冷、冻猪肉,202765033
202501,204,鲜、冷、冻绵羊肉或山...,144557184
202501,205,鲜、冷、冻马、驴、骡...,2907035
202501,206,鲜、冷、冻牛、猪、绵...,236390870
202501,207,品目0105所列家禽...,224627936
202501,208,其他鲜、冷、冻肉及食...,1150112
202501,209,未炼制或用其他方法提...,2653139
202501,210,肉及食用杂碎，干、熏...,3843139
202501,301,活鱼,53823055
202501,302,鲜、冷鱼，但品目03...,158823012
202501,303,冻鱼，但品目03.0...,364391909
202501,304,鲜、冷、冻鱼片及其他...,35906100
202501,305,干、盐腌或盐渍的鱼；...,19668241
202501,306,活、鲜、冷、冻、干、...,1023503164
202501,307,活、鲜、冷、冻、干、...,164175987
202501,308,不属于甲壳动物及软体...,7214895
202501,309,适合供人食用的鱼、甲...,899907
202501,401,未浓缩及未加糖或其他...,116101925
202501,402,浓缩、加糖或其他甜物...,306728577
202501,403,酸乳；酪乳、结块的乳...,2186980
202501,404,乳清，不论是否浓缩、...,67181141
202501,405,黄油及其他从乳提取的...,121951736
202501,406,乳酪及凝乳,74529412
202501,409,天然蜂蜜,3509553
202501,410,其他品目未列名的昆虫...,43623528
202501,504,整个或切块的动物（鱼...,65915584
202501,505,带有羽毛或羽绒的鸟皮...,25724935
202501,506,骨及角柱，未经加工或...,1016540
202501,507,兽牙、龟壳、鲸须、鲸...,6839793
202501,508,珊瑚及类似品，未经加...,2189699
202501,511,未列名的动物产品；不...,6788115
202501,601,鳞茎、块茎、块根、球...,8164577
202501,602,其他活植物（包括其根...,2669430
202501,603,制花束或装饰用的插花...,4270545
202501,604,制花束或装饰用的不带...,471670
202501,703,鲜或冷藏洋葱、青葱、...,582547
202501,708,鲜或冷藏的豆类蔬菜，...,4159968
202501,709,鲜或冷藏的其他蔬菜,1190992
202501,710,冷冻蔬菜（不论是否蒸...,4682898
202501,711,暂时保藏的蔬菜，但不...,134940
202501,712,干蔬菜，整个、切块、...,228451
202501,713,脱荚的干豆，不论是否...,87121987
202501,714,鲜、冷、冻或干的木薯...,26103599
202501,801,鲜或干的椰子、巴西果...,44502452
202501,802,鲜或干的其他坚果，不...,195864771
202501,803,鲜或干的香蕉，包括芭...,81272174
202501,804,鲜或干的椰枣、无花果...,68832034
202501,805,鲜或干的柑桔属水果,7897889
202501,806,鲜或干的葡萄,7689340
202501,807,鲜的甜瓜（包括西瓜）...,10762387
202501,808,鲜的苹果、梨及榅桲,9795732
202501,809,鲜的杏、樱桃、桃（包...,1731888709
202501,810,其他鲜果,325744515
202501,811,冷冻水果及坚果，不论...,49416120
202501,812,暂时保藏的水果及坚果...,62650
202501,813,品目0801至080...,23238745
202501,814,柑桔属水果或甜瓜（包...,67013
202501,901,咖啡，不论是否焙炒或...,99469195
202501,902,茶，不论是否加香料,11878712
202501,903,马黛茶,6694
202501,904,胡椒；辣椒干及辣椒粉,19019706
202501,905,香子兰豆,85082
202501,906,肉桂及肉桂花,180679
202501,907,丁香（母丁香、公丁香...,3602952
202501,908,肉豆蔻、肉豆蔻衣及豆...,9829420
202501,909,茴芹子、八角茴香、小...,9916169
202501,910,姜、番红花、姜黄、麝...,4707633
202501,1001,小麦及混合麦,8192698
202501,1003,大麦,257085023
202501,1004,燕麦,18609423
202501,1005,玉米,27831350
202501,1006,稻谷、大米,99721742
202501,1007,食用高粱,107107866
202501,1008,荞麦、谷子及加那利草...,8081304
202501,1101,小麦或混合麦的细粉,4504320
202501,1102,其他谷物细粉，但小麦...,2286518
202501,1104,经其他加工的谷物（例...,1488983
202501,1105,马铃薯的细粉、粗粉、...,1121486
202501,1106,用品目0713的干豆...,1032484
202501,1107,麦芽，不论是否焙制,200087
202501,1108,淀粉；菊粉,156337819
202501,1109,面筋，不论是否干制,11508
202501,1201,大豆，不论是否破碎,3602730126
202501,1202,未焙炒或未烹煮的花生...,17751252
202501,1203,干椰子肉,14042
202501,1204,亚麻子，不论是否破碎,55919615
202501,1205,油菜子，不论是否破碎,170755210
202501,1206,葵花子，不论是否破碎,9698204
202501,1207,其他含油子仁及果实，...,165630617
202501,1209,种植用的种子、果实及...,27680510
202501,1210,鲜或干的啤酒花，不论...,9411617
202501,1211,主要用作香料、药料、...,29280436
202501,1212,鲜、冷、冻或干的刺槐...,94490253
202501,1213,未经处理的谷类植物的...,218149
202501,1214,芜菁甘蓝、饲料甜菜、...,39846024
202501,1301,虫胶；天然树胶、树脂...,5843328
202501,1302,植物液汁及浸膏；果胶...,26289564
202501,1401,主要作编结用的植物材...,838666
202501,1404,其他编码未列名的植物...,10198553
202501,1502,牛、羊脂肪，但品目1...,8385179
202501,1504,鱼或海生哺乳动物的油...,28071842
202501,1505,羊毛脂及从羊毛脂制得...,273
202501,1506,其他动物油、脂及其分...,1731803
202501,1507,豆油及其分离品，不论...,5469658
202501,1508,花生油及其分离品，不...,39165307
202501,1509,油橄榄油及其分离品，...,10457081
202501,1510,其他橄榄油及其分离品...,859810
202501,1511,棕榈油及其分离品，不...,200064038
202501,1512,葵花油、红花油、棉子...,52061431
202501,1513,椰子油、棕榈仁油或巴...,172724925
202501,1514,菜子油或芥子油及其分...,158781537
202501,1515,其他固定植物或微生物...,40073667
202501,1516,动、植物或微生物油、...,126356466
202501,1517,人造黄油；本章各种动...,104242866
202501,1518,动、植物或微生物油、...,1305926
202501,1520,粗甘油；甘油水及甘油...,57273186
202501,1521,植物蜡（甘油三酸酯除...,1196841
202501,1601,肉、食用杂碎、动物血...,466109
202501,1602,其他方法制作或保藏的...,50522029
202501,1604,制作或保藏的鱼；鲟鱼...,8300604
202501,1605,制作或保藏的甲壳动物...,19118186
202501,1701,固体甘蔗糖、甜菜糖及...,35457075
202501,1702,其他固体糖，包括化学...,54632717
202501,1704,不含可可的糖食（包括...,21253033
202501,1801,整颗或破碎的可可豆，...,4266046
202501,1802,可可荚、壳、皮及废料,21971
202501,1803,可可膏，不论是否脱脂,12560012
202501,1804,可可脂、可可油,16708031
202501,1805,未加糖或其他甜物质的...,33423750
202501,1806,巧克力及其他含可可的...,52981621
202501,1901,麦精；细粉、粗粒、粗...,331505240
202501,1902,面食，不论是否煮熟、...,31996442
202501,1903,珍粉及淀粉制成的珍粉...,476958
202501,1904,谷物或谷物产品经膨化...,9173289
202501,1905,面包、糕点、饼干及其...,50586137
202501,2001,蔬菜、水果、坚果及植...,1728693
202501,2002,番茄，用醋或醋酸以外...,683518
202501,2003,蘑菇及块菌，用醋或醋...,7887
202501,2004,其他冷冻蔬菜，用醋或...,2874891
202501,2005,其他未冷冻蔬菜，用醋...,2953864
202501,2006,糖渍蔬菜、水果、坚果...,17158049
202501,2007,烹煮的果酱、果冻、柑...,3884192
202501,2008,用其他方法制作或保藏...,164242726
202501,2009,未发酵及未加酒精的水...,65579098
202501,2101,咖啡、茶、马黛茶的浓...,38794231
202501,2102,酵母（活性或非活性）...,1302544
202501,2103,调味汁及其制品；混合...,18563335
202501,2104,汤料及其制品；均化混...,800843
202501,2105,冰淇淋及其他冰制食品...,6921818
202501,2106,其他品目未列名的食品,408744083
202501,2201,未加糖或其他甜物质及...,7424255
202501,2202,加味、加糖或其他甜物...,74713907
202501,2203,麦芽酿造的啤酒,27203054
202501,2204,鲜葡萄酿造的酒，包括...,167847480
202501,2205,味美思酒及其他加植物...,76264
202501,2206,其他发酵饮料（例如，...,5931035
202501,2207,未改性乙醇，按容量计...,105257
202501,2208,未改性乙醇，按容量计...,85944366
202501,2209,醋及用醋酸制得的醋代...,706245
202501,2301,不适于供人食用的肉、...,130421845
202501,2302,谷物或豆类植物在筛、...,54900572
202501,2303,制造淀粉过程中的残渣...,5639469
202501,2304,提炼豆油所得的油渣饼...,2795977
202501,2306,品目23.04或23...,123644013
202501,2308,动物饲料用的其他处未...,1403029
202501,2309,配制的动物饲料,67327882
202501,2401,烟草；烟草废料,169608895
202501,2402,烟草或烟草代用品制成...,49245580
202501,2403,其他烟草及烟草代用品...,4084858
202501,2404,含烟草、再造烟草、尼...,1719436
202501,2501,盐（包括精制盐及变性...,50954424
202501,2502,未焙烧的黄铁矿,32456309
202501,2503,各种硫磺，但升华硫磺...,152384417
202501,2504,天然石墨,3257582
202501,2505,各种天然砂，不论是否...,17301003
202501,2506,石英（天然砂除外）；...,35623225
202501,2507,高岭土及类似土，不论...,9007463
