Date of data,Commodity code,Commodity,US dollar
201712,101,,3457760.0
201712,102,,10451803.0
201712,103,,7404525.0
201712,105,,2049162.0
201712,106,,27159183.0
201712,201,,9818731.0
201712,202,,338205628.0
201712,203,,211599319.0
201712,204,,114240361.0
201712,205,,8673430.0
201712,206,,218471067.0
201712,207,,100284934.0
201712,208,,95138.0
201712,209,,520718.0
201712,210,,508691.0
201712,301,,9960931.0
201712,302,,48634515.0
201712,303,,345249224.0
201712,304,,22405122.0
201712,305,,5696809.0
201712,306,,305506140.0
201712,307,,92850552.0
201712,308,,3591462.0
201712,401,,94869990.0
201712,402,,109903855.0
201712,403,,6277605.0
201712,404,,53356159.0
201712,405,,43986764.0
201712,406,,30920709.0
201712,409,,7315357.0
201712,410,,23185735.0
201712,504,,31242304.0
201712,505,,9712714.0
201712,506,,1182478.0
201712,507,,4565454.0
201712,508,,947736.0
201712,510,,398364.0
201712,511,,6740419.0
201712,601,,5111888.0
201712,602,,14211986.0
201712,603,,5305991.0
201712,604,,698772.0
201712,701,,135.0
201712,703,,31909.0
201712,704,,1239.0
201712,705,,1581.0
201712,706,,29552.0
201712,709,,5088926.0
201712,710,,3235539.0
201712,711,,273196.0
201712,712,,1682258.0
201712,713,,40253735.0
201712,714,,154287700.0
201712,801,,29854262.0
201712,802,,104470941.0
201712,803,,54883758.0
201712,804,,25926132.0
201712,805,,10533584.0
201712,806,,18707821.0
201712,807,,3885648.0
201712,808,,7597856.0
201712,809,,184260866.0
201712,810,,142554585.0
201712,811,,13391887.0
201712,812,,393378.0
201712,813,,12432211.0
201712,814,,55015.0
201712,901,,20099406.0
201712,902,,12433429.0
201712,904,,2328223.0
201712,905,,57265.0
201712,906,,1994.0
201712,907,,5608.0
201712,908,,4473.0
201712,909,,30514.0
201712,910,,1026217.0
201712,1001,,51483927.0
201712,1002,,100.0
201712,1003,,135558654.0
201712,1004,,14821903.0
201712,1005,,102412310.0
201712,1006,,215299812.0
201712,1007,,35113466.0
201712,1008,,56212.0
201712,1101,,10146350.0
201712,1102,,3947358.0
201712,1103,,209510.0
201712,1104,,1164798.0
201712,1105,,1382412.0
201712,1106,,1612956.0
201712,1107,,148518.0
201712,1108,,94590608.0
201712,1109,,187259.0
201712,1201,,3990920653.0
201712,1202,,7249466.0
201712,1203,,631.0
201712,1204,,19116845.0
201712,1205,,149109772.0
201712,1206,,8960298.0
201712,1207,,61229765.0
201712,1208,,4131.0
201712,1209,,48785578.0
201712,1210,,6292628.0
201712,1211,,7273444.0
201712,1212,,38411297.0
201712,1213,,873493.0
201712,1214,,37887899.0
201712,1301,,4533540.0
201712,1302,,22814782.0
201712,1401,,2603143.0
201712,1404,,10250726.0
201712,1501,,142314.0
201712,1502,,5851054.0
201712,1504,,9902239.0
201712,1505,,68185.0
201712,1506,,141147.0
201712,1507,,27999899.0
201712,1508,,4006811.0
201712,1509,,34627167.0
201712,1510,,5221692.0
201712,1511,,397887622.0
201712,1512,,70153322.0
201712,1513,,94881064.0
201712,1514,,50734900.0
201712,1515,,36262125.0
201712,1516,,12124596.0
201712,1517,,44746580.0
201712,1518,,2671013.0
201712,1520,,28318017.0
201712,1521,,1795544.0
201712,1601,,288545.0
201712,1602,,988568.0
201712,1603,,113272.0
201712,1604,,10119866.0
201712,1605,,6318319.0
201712,1701,,58383288.0
201712,1702,,10785146.0
201712,1704,,19713102.0
201712,1801,,416002.0
201712,1803,,5969251.0
201712,1804,,5732990.0
201712,1805,,10185977.0
